IDSK,id,cust_id,order_date,region,sales_rep,line_id,prod_id,quantity,ship_date,PurchaseOrderID,PurchaseOrderDetailID,DueDate,OrderQty,ProductID_x,UnitPrice_x,LineTotal,ReceivedQty,RejectedQty,StockedQty,ModifiedDate,OrderID,ProductID_y,UnitPrice_y,Quantity,Discount
555,2308,111,23-Feb-1998 12:00:00 AM,Eastern,195,1,400,24,24-Feb-1998 12:00:00 AM,235,556,2012-09-11,550,319,46.4205,25531.275,550.0,0.0,550.0,2012-09-04,10457,59,44.0,36,0.0
556,2308,111,23-Feb-1998 12:00:00 AM,Eastern,195,2,401,24,24-Feb-1998 12:00:00 AM,236,557,2012-09-11,3,370,43.3965,130.1895,3.0,0.0,3.0,2012-09-04,10458,26,24.9,30,0.0
557,2309,129,24-Feb-1998 12:00:00 AM,Eastern,690,1,500,12,25-Feb-1998 12:00:00 AM,236,558,2012-09-11,3,371,39.123,117.369,3.0,0.0,3.0,2012-09-04,10458,28,36.4,30,0.0
558,2309,129,24-Feb-1998 12:00:00 AM,Eastern,690,2,501,12,25-Feb-1998 12:00:00 AM,236,559,2012-09-11,3,372,37.023,111.069,3.0,0.0,3.0,2012-09-04,10458,43,36.8,20,0.0
559,2310,147,25-Feb-1998 12:00:00 AM,Eastern,1596,1,600,24,26-Feb-1998 12:00:00 AM,236,560,2012-09-11,3,373,41.2965,123.8895,3.0,0.0,3.0,2012-09-04,10458,56,30.4,15,0.0
560,2310,147,25-Feb-1998 12:00:00 AM,Eastern,1596,2,601,24,26-Feb-1998 12:00:00 AM,237,561,2012-09-19,3,2,41.916,125.748,3.0,0.0,3.0,2012-09-12,10458,71,17.2,50,0.0
561,2311,152,25-Feb-1998 12:00:00 AM,Eastern,299,1,700,36,25-Feb-1998 12:00:00 AM,238,562,2012-09-19,3,1,50.2635,150.7905,3.0,0.0,3.0,2012-09-12,10459,7,24.0,16,0.05000000074505806
562,2312,209,26-Feb-1998 12:00:00 AM,Western,299,1,300,12,01-Mar-1998 12:00:00 AM,239,563,2012-09-19,3,368,41.3805,124.1415,3.0,0.0,3.0,2012-09-12,10459,46,9.6,20,0.05000000074505806
563,2312,209,26-Feb-1998 12:00:00 AM,Western,299,2,301,12,01-Mar-1998 12:00:00 AM,239,564,2012-09-19,3,369,39.2805,117.8415,3.0,0.0,3.0,2012-09-12,10459,72,27.8,40,0.0
564,2312,209,26-Feb-1998 12:00:00 AM,Western,299,3,302,12,01-Mar-1998 12:00:00 AM,239,565,2012-09-19,3,370,43.554,130.662,3.0,0.0,3.0,2012-09-12,10460,68,10.0,21,0.25
565,2313,110,01-Mar-1998 12:00:00 AM,Central,467,1,300,12,02-Mar-1998 12:00:00 AM,239,566,2012-09-19,3,371,39.2805,117.8415,3.0,0.0,3.0,2012-09-12,10460,75,6.2,4,0.25
566,2313,110,01-Mar-1998 12:00:00 AM,Central,467,2,700,24,02-Mar-1998 12:00:00 AM,239,567,2012-09-19,3,372,37.1805,111.5415,3.0,0.0,3.0,2012-09-12,10461,21,8.0,40,0.25
567,2314,161,01-Mar-1998 12:00:00 AM,Eastern,949,1,301,24,02-Mar-1998 12:00:00 AM,240,568,2012-09-19,550,530,16.086,8847.3,550.0,0.0,550.0,2012-09-12,10461,30,20.7,28,0.25
568,2315,190,02-Mar-1998 12:00:00 AM,Central,902,1,400,12,03-Mar-1998 12:00:00 AM,241,569,2012-10-05,3,4,57.0255,171.0765,3.0,0.0,3.0,2012-09-28,10461,55,19.2,60,0.25
569,2315,190,02-Mar-1998 12:00:00 AM,Central,902,2,401,12,03-Mar-1998 12:00:00 AM,242,570,2012-10-05,550,512,37.086,20397.3,550.0,82.0,468.0,2012-09-28,10462,13,4.8,1,0.0
570,2316,138,03-Mar-1998 12:00:00 AM,Canada,856,1,500,24,04-Mar-1998 12:00:00 AM,243,571,2012-10-05,550,513,26.5965,14628.075,550.0,0.0,550.0,2012-09-28,10462,23,7.2,21,0.0
571,2316,138,03-Mar-1998 12:00:00 AM,Canada,856,2,501,12,04-Mar-1998 12:00:00 AM,244,572,2012-10-05,550,317,27.0585,14882.175,550.0,550.0,0.0,2012-09-28,10463,19,7.3,21,0.0
572,2317,159,04-Mar-1998 12:00:00 AM,Central,299,1,600,36,05-Mar-1998 12:00:00 AM,244,573,2012-10-05,550,318,33.579,18468.45,550.0,550.0,0.0,2012-09-28,10463,42,11.2,50,0.0
573,2317,159,04-Mar-1998 12:00:00 AM,Central,299,2,601,48,05-Mar-1998 12:00:00 AM,245,574,2012-10-05,3,418,36.9705,110.9115,3.0,0.0,3.0,2012-09-28,10464,4,17.6,16,0.20000000298023224
574,2318,102,05-Mar-1998 12:00:00 AM,Eastern,667,1,300,12,08-Mar-1998 12:00:00 AM,245,575,2012-10-05,3,419,34.8705,104.6115,3.0,0.0,3.0,2012-09-28,10464,43,36.8,3,0.0
575,2318,102,05-Mar-1998 12:00:00 AM,Eastern,667,2,301,12,08-Mar-1998 12:00:00 AM,245,576,2012-10-05,3,420,39.144,117.432,3.0,0.0,3.0,2012-09-28,10464,56,30.4,30,0.20000000298023224
576,2319,117,08-Mar-1998 12:00:00 AM,Central,129,1,302,24,09-Mar-1998 12:00:00 AM,245,577,2012-10-05,3,421,47.5755,142.7265,3.0,0.0,3.0,2012-09-28,10464,60,27.2,20,0.0
577,2319,117,08-Mar-1998 12:00:00 AM,Central,129,2,700,36,09-Mar-1998 12:00:00 AM,246,578,2012-10-05,3,422,47.523,142.569,3.0,0.0,3.0,2012-09-28,10465,24,3.6,25,0.0
578,2320,172,09-Mar-1998 12:00:00 AM,Eastern,1142,1,400,12,10-Mar-1998 12:00:00 AM,246,579,2012-10-05,3,423,45.423,136.269,3.0,0.0,3.0,2012-09-28,10465,29,99.0,18,0.10000000149011612
579,2320,172,09-Mar-1998 12:00:00 AM,Eastern,1142,2,401,12,10-Mar-1998 12:00:00 AM,246,580,2012-10-05,3,424,49.6965,149.0895,3.0,0.0,3.0,2012-09-28,10465,40,14.7,20,0.0
580,2321,201,09-Mar-1998 12:00:00 AM,Central,195,1,501,24,10-Mar-1998 12:00:00 AM,246,581,2012-10-05,3,425,45.423,136.269,3.0,0.0,3.0,2012-09-28,10465,45,7.6,30,0.10000000149011612
581,2322,189,10-Mar-1998 12:00:00 AM,Eastern,690,1,700,60,11-Mar-1998 12:00:00 AM,247,582,2012-10-05,3,320,47.4705,142.4115,3.0,0.0,3.0,2012-09-28,10465,50,13.0,25,0.0
582,2323,119,10-Mar-1998 12:00:00 AM,Western,1596,1,600,48,10-Mar-1998 12:00:00 AM,247,583,2012-10-05,3,321,42.798,128.394,3.0,0.0,3.0,2012-09-28,10466,11,16.8,10,0.0
583,2324,174,11-Mar-1998 12:00:00 AM,Central,299,1,601,24,12-Mar-1998 12:00:00 AM,247,584,2012-10-05,60,322,25.4205,1525.23,60.0,0.0,60.0,2012-09-28,10466,46,9.6,5,0.0
584,2324,174,11-Mar-1998 12:00:00 AM,Central,299,2,700,12,12-Mar-1998 12:00:00 AM,248,585,2012-10-05,3,450,45.5805,136.7415,3.0,0.0,3.0,2012-09-28,10467,24,3.6,28,0.0
585,2325,143,12-Mar-1998 12:00:00 AM,Canada,467,1,400,24,15-Mar-1998 12:00:00 AM,248,586,2012-10-05,3,451,43.4805,130.4415,3.0,0.0,3.0,2012-09-28,10467,25,11.2,12,0.0
586,2326,205,12-Mar-1998 12:00:00 AM,Eastern,949,1,600,12,15-Mar-1998 12:00:00 AM,248,587,2012-10-05,3,452,47.754,143.262,3.0,0.0,3.0,2012-09-28,10468,30,20.7,8,0.0
587,2327,121,15-Mar-1998 12:00:00 AM,Central,902,1,300,24,16-Mar-1998 12:00:00 AM,248,588,2012-10-05,3,453,43.4805,130.4415,3.0,0.0,3.0,2012-09-28,10468,43,36.8,15,0.0
588,2327,121,15-Mar-1998 12:00:00 AM,Central,902,2,302,12,16-Mar-1998 12:00:00 AM,248,589,2012-10-05,3,454,41.3805,124.1415,3.0,0.0,3.0,2012-09-28,10469,2,15.2,40,0.15000000596046448
589,2328,137,16-Mar-1998 12:00:00 AM,Central,856,1,301,36,17-Mar-1998 12:00:00 AM,249,590,2012-10-05,550,941,62.9895,34644.225,550.0,0.0,550.0,2012-09-28,10469,16,13.9,35,0.15000000596046448
590,2328,137,16-Mar-1998 12:00:00 AM,Central,856,2,302,24,17-Mar-1998 12:00:00 AM,250,591,2012-10-05,3,320,45.3705,136.1115,3.0,0.0,3.0,2012-09-28,10469,44,15.5,2,0.15000000596046448
591,2329,169,17-Mar-1998 12:00:00 AM,South,299,1,300,12,18-Mar-1998 12:00:00 AM,250,592,2012-10-05,3,321,40.488,121.464,3.0,0.0,3.0,2012-09-28,10470,18,50.0,30,0.0
592,2329,169,17-Mar-1998 12:00:00 AM,South,299,2,700,48,18-Mar-1998 12:00:00 AM,250,593,2012-10-05,60,322,26.3655,1581.93,60.0,0.0,60.0,2012-09-28,10470,23,7.2,15,0.0
593,2330,112,18-Mar-1998 12:00:00 AM,Central,667,1,400,24,19-Mar-1998 12:00:00 AM,251,594,2012-10-05,3,504,48.762,146.286,3.0,0.0,3.0,2012-09-28,10470,64,26.6,8,0.0
594,2331,104,18-Mar-1998 12:00:00 AM,South,129,1,501,12,18-Mar-1998 12:00:00 AM,252,595,2012-10-05,3,497,34.188,102.564,3.0,0.0,3.0,2012-09-28,10471,7,24.0,30,0.0
595,2332,203,19-Mar-1998 12:00:00 AM,Central,1142,1,600,72,22-Mar-1998 12:00:00 AM,253,596,2012-10-05,3,323,50.2635,150.7905,3.0,0.0,3.0,2012-09-28,10471,56,30.4,20,0.0
596,2333,114,19-Mar-1998 12:00:00 AM,Central,195,1,700,12,19-Mar-1998 12:00:00 AM,254,597,2012-10-05,550,523,10.731,5902.05,550.0,550.0,0.0,2012-09-28,10472,24,3.6,80,0.05000000074505806
597,2334,138,22-Mar-1998 12:00:00 AM,Canada,1596,1,301,24,23-Mar-1998 12:00:00 AM,254,598,2012-10-05,550,524,14.1225,7767.375,550.0,550.0,0.0,2012-09-28,10472,51,42.4,18,0.0
598,2334,138,22-Mar-1998 12:00:00 AM,Canada,1596,2,302,12,23-Mar-1998 12:00:00 AM,255,599,2012-10-05,60,496,48.909,2934.54,60.0,0.0,60.0,2012-09-28,10473,33,2.0,12,0.0
599,2335,146,23-Mar-1998 12:00:00 AM,Western,299,1,300,36,24-Mar-1998 12:00:00 AM,256,600,2012-10-05,550,914,21.0945,11601.975,468.0,0.0,468.0,2012-09-28,10473,71,17.2,12,0.0
600,2336,207,23-Mar-1998 12:00:00 AM,Central,467,1,700,36,24-Mar-1998 12:00:00 AM,256,601,2012-10-05,550,915,30.4395,16741.725,550.0,0.0,550.0,2012-09-28,10474,14,18.6,12,0.0
601,2337,101,24-Mar-1998 12:00:00 AM,Eastern,949,1,300,12,25-Mar-1998 12:00:00 AM,256,602,2012-10-05,550,916,40.9395,22516.725,550.0,0.0,550.0,2012-09-28,10474,28,36.4,18,0.0
602,2337,101,24-Mar-1998 12:00:00 AM,Eastern,949,2,301,24,25-Mar-1998 12:00:00 AM,257,603,2012-10-16,60,506,9.198,551.88,60.0,0.0,60.0,2012-10-09,10474,40,14.7,21,0.0
603,2338,102,25-Mar-1998 12:00:00 AM,Eastern,902,1,302,12,25-Mar-1998 12:00:00 AM,258,604,2012-10-16,550,351,5.775,3176.25,550.0,0.0,550.0,2012-10-09,10474,75,6.2,10,0.0
604,2339,209,25-Mar-1998 12:00:00 AM,Western,856,1,400,24,26-Mar-1998 12:00:00 AM,258,605,2012-10-16,550,352,1.155,635.25,550.0,0.0,550.0,2012-10-09,10475,31,10.0,35,0.15000000596046448
605,2340,103,26-Mar-1998 12:00:00 AM,Eastern,299,1,500,36,29-Mar-1998 12:00:00 AM,258,606,2012-10-16,550,679,5.775,3176.25,550.0,0.0,550.0,2012-10-09,10475,66,13.6,60,0.15000000596046448
606,2341,208,26-Mar-1998 12:00:00 AM,Eastern,667,1,601,12,26-Mar-1998 12:00:00 AM,259,607,2012-10-16,550,507,23.394,12866.7,550.0,0.0,550.0,2012-10-09,10475,76,14.4,42,0.15000000596046448
607,2342,104,29-Mar-1998 12:00:00 AM,South,129,1,700,24,30-Mar-1998 12:00:00 AM,259,608,2012-10-16,550,508,27.6465,15205.575,550.0,0.0,550.0,2012-10-09,10476,55,19.2,2,0.05000000074505806
608,2343,207,29-Mar-1998 12:00:00 AM,Central,1142,1,400,12,30-Mar-1998 12:00:00 AM,260,609,2012-10-16,550,355,1.365,750.75,550.0,0.0,550.0,2012-10-09,10476,70,12.0,12,0.0
609,2344,105,30-Mar-1998 12:00:00 AM,Central,195,1,501,36,31-Mar-1998 12:00:00 AM,260,610,2012-10-16,550,940,62.9895,34644.225,550.0,55.0,495.0,2012-10-09,10477,1,14.4,15,0.0
610,2345,206,30-Mar-1998 12:00:00 AM,Eastern,690,1,600,24,30-Mar-1998 12:00:00 AM,260,611,2012-10-16,550,535,3.486,1917.3,550.0,0.0,550.0,2012-10-09,10477,21,8.0,21,0.25
611,2346,106,30-Mar-1998 12:00:00 AM,Eastern,1596,1,302,12,31-Mar-1998 12:00:00 AM,261,612,2012-10-25,550,679,6.195,3407.25,550.0,0.0,550.0,2012-10-18,10477,39,14.4,20,0.25
612,2347,205,30-Mar-1998 12:00:00 AM,Eastern,299,1,400,38,01-Apr-1998 12:00:00 AM,262,613,2012-10-25,550,507,22.1655,12191.025,550.0,82.0,468.0,2012-10-18,10478,10,24.8,20,0.05000000074505806
613,2348,107,01-Apr-1998 12:00:00 AM,South,467,1,500,24,02-Apr-1998 12:00:00 AM,262,614,2012-10-25,550,508,29.2845,16106.475,550.0,0.0,550.0,2012-10-18,10479,38,210.8,30,0.0
614,2349,204,01-Apr-1998 12:00:00 AM,Central,949,1,302,60,01-Apr-1998 12:00:00 AM,263,615,2012-10-25,3,491,19.9815,59.9445,3.0,0.0,3.0,2012-10-18,10479,53,26.2,28,0.0
615,2350,108,02-Apr-1998 12:00:00 AM,South,902,1,401,48,05-Apr-1998 12:00:00 AM,264,616,2012-10-25,3,341,41.1705,123.5115,3.0,3.0,0.0,2012-10-18,10479,59,44.0,60,0.0
616,2351,203,02-Apr-1998 12:00:00 AM,Central,856,1,500,12,02-Apr-1998 12:00:00 AM,264,617,2012-10-25,3,342,39.0705,117.2115,3.0,3.0,0.0,2012-10-18,10479,64,26.6,30,0.0
617,2352,109,05-Apr-1998 12:00:00 AM,Canada,299,1,300,36,06-Apr-1998 12:00:00 AM,265,618,2012-10-31,550,935,31.4895,17319.225,550.0,0.0,550.0,2012-10-24,10480,47,7.6,30,0.0
618,2353,202,05-Apr-1998 12:00:00 AM,Eastern,667,1,501,24,05-Apr-1998 12:00:00 AM,265,619,2012-10-31,550,936,48.2895,26559.225,523.0,0.0,523.0,2012-10-24,10480,59,44.0,12,0.0
619,2354,110,06-Apr-1998 12:00:00 AM,Central,129,1,600,12,07-Apr-1998 12:00:00 AM,266,620,2012-10-31,3,391,36.9705,110.9115,3.0,0.0,3.0,2012-10-24,10481,49,16.0,24,0.0
620,2355,201,06-Apr-1998 12:00:00 AM,Central,1142,1,601,36,07-Apr-1998 12:00:00 AM,266,621,2012-10-31,3,392,41.244,123.732,3.0,0.0,3.0,2012-10-24,10481,60,27.2,40,0.0
621,2355,201,06-Apr-1998 12:00:00 AM,Central,1142,2,700,24,07-Apr-1998 12:00:00 AM,266,622,2012-10-31,3,393,36.9705,110.9115,3.0,0.0,3.0,2012-10-24,10482,40,14.7,10,0.0
622,2356,111,07-Apr-1998 12:00:00 AM,Eastern,195,1,300,12,08-Apr-1998 12:00:00 AM,266,623,2012-10-31,3,394,43.218,129.654,3.0,0.0,3.0,2012-10-24,10483,34,11.2,35,0.05000000074505806
623,2357,200,07-Apr-1998 12:00:00 AM,Eastern,690,1,302,24,07-Apr-1998 12:00:00 AM,267,624,2012-10-31,550,489,10.4685,5757.675,550.0,0.0,550.0,2012-10-24,10483,77,10.4,30,0.05000000074505806
624,2358,112,08-Apr-1998 12:00:00 AM,Central,1596,1,401,36,09-Apr-1998 12:00:00 AM,268,625,2012-10-31,3,402,47.4705,142.4115,3.0,0.0,3.0,2012-10-24,10484,21,8.0,14,0.0
625,2359,199,08-Apr-1998 12:00:00 AM,Eastern,299,1,500,12,09-Apr-1998 12:00:00 AM,269,626,2012-10-31,550,510,23.079,12693.45,550.0,0.0,550.0,2012-10-24,10484,40,14.7,10,0.0
626,2360,113,09-Apr-1998 12:00:00 AM,Central,467,1,301,24,12-Apr-1998 12:00:00 AM,269,627,2012-10-31,550,511,29.274,16100.7,550.0,0.0,550.0,2012-10-24,10484,51,42.4,3,0.0
627,2360,113,09-Apr-1998 12:00:00 AM,Central,467,2,302,12,12-Apr-1998 12:00:00 AM,269,628,2012-10-31,550,512,34.9755,19236.525,550.0,0.0,550.0,2012-10-24,10485,2,15.2,20,0.10000000149011612
628,2361,198,09-Apr-1998 12:00:00 AM,Western,949,1,400,36,09-Apr-1998 12:00:00 AM,270,629,2012-10-31,550,916,40.9395,22516.725,550.0,0.0,550.0,2012-10-24,10485,3,8.0,20,0.10000000149011612
629,2362,114,12-Apr-1998 12:00:00 AM,Central,902,1,501,24,13-Apr-1998 12:00:00 AM,271,630,2012-10-31,550,525,2.3205,1276.275,550.0,0.0,550.0,2012-10-24,10485,55,19.2,30,0.10000000149011612
630,2363,197,12-Apr-1998 12:00:00 AM,South,856,1,601,36,13-Apr-1998 12:00:00 AM,272,631,2012-10-31,550,526,3.6435,2003.925,550.0,82.0,468.0,2012-10-24,10485,70,12.0,60,0.10000000149011612
631,2364,115,13-Apr-1998 12:00:00 AM,Central,299,1,700,72,14-Apr-1998 12:00:00 AM,273,632,2012-10-31,550,913,40.9395,22516.725,550.0,0.0,550.0,2012-10-24,10486,11,16.8,5,0.0
632,2365,196,13-Apr-1998 12:00:00 AM,Canada,667,1,300,12,13-Apr-1998 12:00:00 AM,274,633,2012-10-31,60,356,3.6015,216.09,60.0,60.0,0.0,2012-10-24,10486,51,42.4,25,0.0
633,2366,116,14-Apr-1998 12:00:00 AM,Eastern,129,1,500,36,15-Apr-1998 12:00:00 AM,274,634,2012-10-31,60,357,3.9795,238.77,60.0,60.0,0.0,2012-10-24,10486,74,8.0,16,0.0
634,2366,116,14-Apr-1998 12:00:00 AM,Eastern,129,2,501,24,15-Apr-1998 12:00:00 AM,275,635,2012-10-31,550,935,31.4895,17319.225,550.0,0.0,550.0,2012-10-24,10487,19,7.3,5,0.0
635,2367,195,15-Apr-1998 12:00:00 AM,South,1142,1,400,12,16-Apr-1998 12:00:00 AM,275,636,2012-10-31,550,936,48.2895,26559.225,523.0,0.0,523.0,2012-10-24,10487,26,24.9,30,0.0
636,2368,117,15-Apr-1998 12:00:00 AM,Central,195,1,401,24,15-Apr-1998 12:00:00 AM,276,637,2012-10-31,550,524,12.9675,7132.125,468.0,0.0,468.0,2012-10-24,10487,54,5.9,24,0.25
637,2369,194,16-Apr-1998 12:00:00 AM,Eastern,690,1,700,48,19-Apr-1998 12:00:00 AM,277,638,2012-10-31,550,911,21.0945,11601.975,550.0,0.0,550.0,2012-10-24,10488,59,44.0,30,0.0
638,2370,118,16-Apr-1998 12:00:00 AM,South,1596,1,600,12,19-Apr-1998 12:00:00 AM,277,639,2012-10-31,550,912,30.4395,16741.725,550.0,0.0,550.0,2012-10-24,10488,73,12.0,20,0.20000000298023224
639,2371,193,19-Apr-1998 12:00:00 AM,Central,299,1,501,36,20-Apr-1998 12:00:00 AM,278,640,2012-10-31,550,910,40.9395,22516.725,550.0,0.0,550.0,2012-10-24,10489,11,16.8,15,0.25
640,2372,119,19-Apr-1998 12:00:00 AM,Western,467,1,300,24,20-Apr-1998 12:00:00 AM,279,641,2012-10-31,550,937,62.9895,34644.225,550.0,0.0,550.0,2012-10-24,10489,16,13.9,18,0.0
641,2373,192,20-Apr-1998 12:00:00 AM,Central,949,1,302,12,21-Apr-1998 12:00:00 AM,280,642,2012-10-31,3,472,41.223,123.669,3.0,0.0,3.0,2012-10-24,10490,59,44.0,60,0.0
642,2374,120,20-Apr-1998 12:00:00 AM,Eastern,902,1,501,36,21-Apr-1998 12:00:00 AM,280,643,2012-10-31,3,473,39.123,117.369,3.0,0.0,3.0,2012-10-24,10490,68,10.0,30,0.0
643,2375,191,21-Apr-1998 12:00:00 AM,South,856,1,500,24,22-Apr-1998 12:00:00 AM,280,644,2012-10-31,3,474,43.3965,130.1895,3.0,0.0,3.0,2012-10-24,10490,75,6.2,36,0.0
644,2376,121,21-Apr-1998 12:00:00 AM,Central,299,1,600,12,22-Apr-1998 12:00:00 AM,281,645,2013-02-22,3,462,47.6805,143.0415,3.0,0.0,3.0,2013-02-15,10491,44,15.5,15,0.15000000596046448
645,2377,190,22-Apr-1998 12:00:00 AM,Central,667,1,700,48,23-Apr-1998 12:00:00 AM,282,646,2013-02-22,550,510,23.4045,12872.475,550.0,82.0,468.0,2013-02-15,10491,77,10.4,7,0.15000000596046448
646,2378,122,22-Apr-1998 12:00:00 AM,Eastern,129,1,301,36,23-Apr-1998 12:00:00 AM,282,647,2013-02-22,550,511,27.867,15326.85,550.0,0.0,550.0,2013-02-15,10492,25,11.2,60,0.05000000074505806
647,2379,189,23-Apr-1998 12:00:00 AM,Eastern,1142,1,401,24,23-Apr-1998 12:00:00 AM,283,648,2013-02-22,550,527,6.7515,3713.325,550.0,0.0,550.0,2013-02-15,10492,42,11.2,20,0.05000000074505806
648,2379,189,23-Apr-1998 12:00:00 AM,Eastern,1142,2,600,12,23-Apr-1998 12:00:00 AM,284,649,2013-02-22,550,938,31.4895,17319.225,550.0,550.0,0.0,2013-02-15,10493,65,16.8,15,0.10000000149011612
649,2380,123,26-Apr-1998 12:00:00 AM,Canada,195,1,400,36,27-Apr-1998 12:00:00 AM,284,650,2013-02-22,550,939,48.2895,26559.225,550.0,550.0,0.0,2013-02-15,10493,66,13.6,10,0.10000000149011612
650,2381,188,26-Apr-1998 12:00:00 AM,Central,690,1,302,24,27-Apr-1998 12:00:00 AM,285,651,2013-02-22,60,496,49.6545,2979.27,60.0,0.0,60.0,2013-02-15,10493,69,28.8,10,0.10000000149011612
651,2382,124,27-Apr-1998 12:00:00 AM,Eastern,1596,1,400,12,28-Apr-1998 12:00:00 AM,286,652,2013-02-22,550,523,10.3845,5711.475,468.0,0.0,468.0,2013-02-15,10494,56,30.4,30,0.0
652,2383,187,27-Apr-1998 12:00:00 AM,Central,299,1,601,24,28-Apr-1998 12:00:00 AM,287,653,2013-02-22,3,435,37.1805,111.5415,3.0,0.0,3.0,2013-02-15,10495,23,7.2,10,0.0
653,2384,125,28-Apr-1998 12:00:00 AM,Central,467,1,300,48,29-Apr-1998 12:00:00 AM,287,654,2013-02-22,3,436,41.454,124.362,3.0,0.0,3.0,2013-02-15,10495,41,7.7,20,0.0
654,2384,125,28-Apr-1998 12:00:00 AM,Central,467,2,401,36,29-Apr-1998 12:00:00 AM,287,655,2013-02-22,3,437,37.1805,111.5415,3.0,0.0,3.0,2013-02-15,10495,77,10.4,5,0.0
655,2385,126,29-Apr-1998 12:00:00 AM,Western,949,1,700,24,30-Apr-1998 12:00:00 AM,288,656,2013-02-22,3,490,12.7155,38.1465,3.0,0.0,3.0,2013-02-15,10496,31,10.0,20,0.05000000074505806
656,2386,185,29-Apr-1998 12:00:00 AM,Eastern,902,1,500,12,30-Apr-1998 12:00:00 AM,288,657,2013-02-22,3,491,19.9395,59.8185,3.0,0.0,3.0,2013-02-15,10497,56,30.4,14,0.0
657,2387,127,30-Apr-1998 12:00:00 AM,South,856,1,302,24,30-Apr-1998 12:00:00 AM,289,658,2013-02-27,3,528,38.157,114.471,3.0,0.0,3.0,2013-02-20,10497,72,27.8,25,0.0
658,2387,127,30-Apr-1998 12:00:00 AM,South,856,2,700,36,30-Apr-1998 12:00:00 AM,290,659,2013-02-27,3,505,44.2155,132.6465,3.0,0.0,3.0,2013-02-20,10497,77,10.4,25,0.0
659,2388,184,30-Apr-1998 12:00:00 AM,Central,299,1,401,12,30-Apr-1998 12:00:00 AM,291,660,2013-02-27,550,938,31.4895,17319.225,550.0,0.0,550.0,2013-02-20,10498,24,4.5,14,0.0
660,2388,184,30-Apr-1998 12:00:00 AM,Central,299,2,501,24,30-Apr-1998 12:00:00 AM,291,661,2013-02-27,550,939,48.2895,26559.225,550.0,0.0,550.0,2013-02-20,10498,40,18.4,5,0.0
661,2388,184,30-Apr-1998 12:00:00 AM,Central,299,3,700,60,30-Apr-1998 12:00:00 AM,292,662,2013-02-27,60,358,6.9825,418.95,60.0,9.0,51.0,2013-02-20,10498,42,14.0,30,0.0
662,2389,101,16-Apr-1998 12:00:00 AM,Eastern,195,1,600,24,19-Apr-1998 12:00:00 AM,293,663,2013-02-27,3,377,43.2705,129.8115,3.0,0.0,3.0,2013-02-20,10499,28,45.6,20,0.0
663,2389,101,16-Apr-1998 12:00:00 AM,Eastern,195,2,601,12,19-Apr-1998 12:00:00 AM,293,664,2013-02-27,3,378,41.1705,123.5115,3.0,0.0,3.0,2013-02-20,10499,49,20.0,25,0.0
664,2390,183,03-May-1998 12:00:00 AM,South,667,1,400,36,04-May-1998 12:00:00 AM,293,665,2013-02-27,3,379,45.444,136.332,3.0,0.0,3.0,2013-02-20,10500,15,15.5,12,0.05000000074505806
665,2390,183,03-May-1998 12:00:00 AM,South,667,2,401,24,04-May-1998 12:00:00 AM,294,666,2013-02-27,60,356,3.381,202.86,60.0,60.0,0.0,2013-02-20,10500,28,45.6,8,0.05000000074505806
666,2391,128,03-May-1998 12:00:00 AM,Eastern,129,1,300,12,04-May-1998 12:00:00 AM,294,667,2013-02-27,60,357,4.3155,258.93,60.0,60.0,0.0,2013-02-20,10501,54,7.45,20,0.0
667,2392,182,04-May-1998 12:00:00 AM,Western,690,1,500,24,05-May-1998 12:00:00 AM,295,668,2013-02-27,3,390,41.1705,123.5115,3.0,0.0,3.0,2013-02-20,10502,45,9.5,21,0.0
668,2392,182,04-May-1998 12:00:00 AM,Western,690,2,501,24,05-May-1998 12:00:00 AM,295,669,2013-02-27,3,391,45.444,136.332,3.0,0.0,3.0,2013-02-20,10502,53,32.8,6,0.0
669,2393,129,04-May-1998 12:00:00 AM,Eastern,1596,1,600,12,04-May-1998 12:00:00 AM,295,670,2013-02-27,3,392,41.1705,123.5115,3.0,0.0,3.0,2013-02-20,10502,67,14.0,30,0.0
670,2394,181,05-May-1998 12:00:00 AM,Eastern,299,1,700,48,05-May-1998 12:00:00 AM,295,671,2013-02-27,3,393,39.0705,117.2115,3.0,0.0,3.0,2013-02-20,10503,14,23.25,70,0.0
671,2395,130,05-May-1998 12:00:00 AM,Central,467,1,301,60,06-May-1998 12:00:00 AM,295,672,2013-02-27,3,394,43.344,130.032,3.0,0.0,3.0,2013-02-20,10503,65,21.05,20,0.0
672,2395,130,05-May-1998 12:00:00 AM,Central,467,2,302,24,06-May-1998 12:00:00 AM,295,673,2013-02-27,3,395,39.0705,117.2115,3.0,0.0,3.0,2013-02-20,10504,2,19.0,12,0.0
673,2396,180,06-May-1998 12:00:00 AM,Eastern,949,1,500,12,07-May-1998 12:00:00 AM,295,674,2013-02-27,3,396,36.9705,110.9115,3.0,0.0,3.0,2013-02-20,10504,21,10.0,12,0.0
674,2396,180,06-May-1998 12:00:00 AM,Eastern,949,2,501,12,07-May-1998 12:00:00 AM,295,675,2013-02-27,3,397,41.244,123.732,3.0,0.0,3.0,2013-02-20,10504,53,32.8,10,0.0
675,2397,131,06-May-1998 12:00:00 AM,Eastern,856,1,700,36,07-May-1998 12:00:00 AM,296,676,2013-02-27,3,490,12.3585,37.0755,3.0,0.0,3.0,2013-02-20,10504,61,28.5,25,0.0
